Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Rose gold blue,,Russian Federation,,,39586630-rose-gold-blue-russian-federation,0.0,shopify,deny,oberlo,4392.26,4392.26,true,false,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254447.jpg?v=1633188271,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254444.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Rose gold blue,,SPAIN,,,39586630-rose-gold-blue-spain,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254449.jpg?v=1633188271,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254444.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Rose gold blue,,China,,,39586630-rose-gold-blue-china,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254450.jpg?v=1633188271,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254444.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Silver blue,,Russian Federation,,,39586630-silver-blue-russian-federation,0.0,shopify,deny,oberlo,4392.26,4392.26,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254448.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Silver blue,,SPAIN,,,39586630-silver-blue-spain,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254448.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Silver green,,SPAIN,,,39586630-silver-green-spain,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254447.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Silver blue,,China,,,39586630-silver-blue-china,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254448.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Silver green,,China,,,39586630-silver-green-china,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254447.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Silver green,,Russian Federation,,,39586630-silver-green-russian-federation,0.0,shopify,deny,oberlo,4392.26,4392.26,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254447.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Silver black,,Russian Federation,,,39586630-silver-black-russian-federation,0.0,shopify,deny,oberlo,4392.26,4392.26,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254446.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Silver black,,SPAIN,,,39586630-silver-black-spain,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254446.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Red blue,,Russian Federation,,,39586630-red-blue-russian-federation,0.0,shopify,deny,oberlo,4392.26,4392.26,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254450.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Red blue,,SPAIN,,,39586630-red-blue-spain,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254450.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Red black,,SPAIN,,,39586630-red-black-spain,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254449.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Red blue,,China,,,39586630-red-blue-china,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254450.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Red black,,China,,,39586630-red-black-china,0.0,shopify,deny,oberlo,4469.36,4469.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254449.jpg?v=1633188271,kg,,,
lige-top-brand-luxury-fashion-diver-watch-men-30atm-waterproof-date-clock-sport-watches-mens-quartz-wristwatch-relogio-masculino,,,,,,,,,Red black,,Russian Federation,,,39586630-red-black-russian-federation,0.0,shopify,deny,oberlo,4392.26,4392.26,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1839254449.jpg?v=1633188271,kg,,,
curren-casual-sport-watches-for-men-blue-top-brand-luxury-military-leather-wrist-watch-man-clock-fashion-chronograph-wristwatch,Casual Sport Watches for Men,<p><span><strong>Brand Name:</strong> Curren</span><br><span><strong>Band Length:</strong> 24cm</span><br><span><strong>Style:</strong> Fashion &amp; Casual</span><br><span><strong>Movement:</strong> QUARTZ</span><br><span><strong>Certification:</strong> NONE</span><br><span><strong>Water Resistance Depth:</strong> 3Bar</span><br><span><strong>Clasp Type:</strong> Buckle</span><br><span><strong>Origin:</strong> CN(Origin)</span><br><span><strong>Case Material:</strong> Alloy</span><br><span><strong>Case Thickness:</strong> 14mm</span><br><span><strong>Dial Window Material Type:</strong> Hardlex</span><br><span><strong>Item Type:</strong> Quartz Wristwatches</span><br><span><strong>Band Material Type:</strong> Leather</span><br><span><strong>Dial Diameter:</strong> 48mm</span><br><span><strong>Model Number:</strong> 8329</span><br><span><strong>Band Width:</strong> 24mm</span><br><span><strong>Case Shape:</strong> Round</span><br><span><strong>Feature:</strong> Complete Calendar</span><br><span><strong>Feature:</strong> Water Resistant</span><br><span><strong>Feature:</strong> Chronograph</span><br><span><strong>Item Type:</strong> quartz watch</span><br><span><strong>Color:</strong> blue</span><br><span><strong>Feature 1:</strong> chronograph sports watch</span><br><span><strong>Feature 2:</strong> calendar casual watch</span><br><span><strong>Feature 3:</strong> genuine leather strap</span><br><span><strong>Feature 4:</strong> bandwidth 24 mm</span><br><span><strong>Feature 5:</strong> big dial 48 mm</span><br><span><strong>Watch Men:</strong> curren watch</span></p>,Dawn Liquid ,,,"",true,Color,rose blue watch,Ships From,China,,,24507568-rose-blue-watch-china,0.0,shopify,deny,oberlo,4111.32,4111.32,true,false,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1834449556.jpg?v=1633070295,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1834449566.jpg?v=1633070306,kg,,,active
curren-casual-sport-watches-for-men-blue-top-brand-luxury-military-leather-wrist-watch-man-clock-fashion-chronograph-wristwatch,,,,,,,,,rose blue watch,,Russian Federation,,,24507568-rose-blue-watch-russian-federation,0.0,shopify,deny,oberlo,4111.32,4111.32,true,false,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1834449574.jpg?v=1633070295,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0592/0676/2653/products/product-image-1834449566.jpg?v=1633070306,kg,,,
